SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes,ATP,Oversold_Flag,Below_Safety_Stock_Flag,Reorder_Flag,Sellable_ATP,Sellable_Coverage_Days,Expired_Flag,Expiry_30_Days_Flag,Dead_Stock_Flag
SKU0795,Fresh Product 32,Fresh Produce,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH8309,2025-05-11,2025-05-07,2025-05-17,121,343,128,52,1,0,44.24,1.514,7.75,73,29,1,1.76,1.64,603.82,3.87,13.0,70.64,FEFO,Expiring Soon,3,2025-06-15,-4.17,70.85,,163,0,0,0,163,3.68,1,0,0
SKU0796,Pantry Product 266,Pantry,B,S007,PT Bakerindo,WHSBY,Surabaya - Sidoarjo,BATCH7937,2025-04-13,2025-03-16,2029-01-28,149,116,24,2,4,1,10.2,376.0,11.37,55,24,3,11.9,13.19,1380.75,2.64,4.0,90.52,FEFO,In Stock,3,2025-07-18,5.69,84.36,,90,0,0,0,90,8.82,0,0,0
SKU0797,Dairy Product 66,Dairy,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH9408,2025-08-07,2025-06-13,2025-09-05,33,54,8,4,0,0,8.19,318.0,6.59,132,50,10,1.38,1.41,74.51,4.55,1.0,87.4,FIFO,Low Stock,1,2025-06-13,-1.31,81.19,,42,0,1,1,42,5.13,1,0,0
SKU0798,Frozen Product 383,Frozen,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH7694,2025-06-07,2025-05-31,2026-01-03,94,37,6,2,1,1,3.15,86.0,11.75,9,6,1,4.06,3.7,150.21,2.55,2.0,82.9,FIFO,In Stock,-2,2025-07-24,6.45,91.21,,29,0,0,0,29,9.21,0,0,0
SKU0799,Fresh Product 79,Fresh Produce,C,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH5968,2025-06-23,2025-06-05,2025-07-01,78,1,207,202,1,0,75.87,2.907,15.74,115,39,1,0.44,0.46,530.97,1.91,30.0,79.85,FEFO,Expiring Soon,3,2025-09-06,9.21,71.42,,-408,1,1,1,0,0.0,1,0,0
SKU0800,Dairy Product 302,Dairy,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH4532,2025-06-23,2025-06-12,2025-07-09,78,581,151,44,0,0,50.39,1.064,11.53,532,179,7,0.91,0.83,531.38,2.6,16.0,91.26,FEFO,Expiring Soon,0,2025-09-09,-9.3,78.77,Promotional item,386,0,0,1,386,7.66,1,0,0
SKU0801,Fresh Product 23,Fresh Produce,C,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8411,2025-04-16,2025-02-18,2025-04-23,146,190,24,33,1,1,16.78,420.0,11.32,133,49,5,0.85,0.84,161.9,2.65,15.0,80.95,FEFO,Expiring Soon,-1,2025-07-23,-1.8,83.41,,133,0,0,1,133,7.93,1,0,0
SKU0802,Beverages Product 311,Beverages,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH8551,2025-05-03,2025-03-16,2029-11-26,129,532,102,144,0,0,51.57,1.979,10.32,238,83,3,1.35,1.25,717.67,2.91,13.0,86.81,FEFO,In Stock,1,2025-06-16,4.58,83.84,,286,0,0,0,286,5.55,0,0,0
SKU0803,Household Product 167,Household,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH7711,2025-03-23,2025-02-27,2029-09-20,170,17,17,0,1,1,15.71,606.0,1.08,73,26,3,7.45,7.5,126.7,27.72,5.0,99.26,FIFO,Low Stock,1,2025-07-21,-3.75,84.4,,0,0,1,1,0,0.0,0,0,0
SKU0804,Fresh Product 344,Fresh Produce,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH3713,2025-03-28,2025-02-11,2025-04-01,165,245,22,17,0,0,19.79,611.0,12.38,36,16,1,0.3,0.29,73.97,2.42,8.0,70.49,FIFO,Expiring Soon,-6,2025-06-28,-9.48,83.97,,206,0,0,0,206,10.41,1,0,0
SKU0805,Beverages Product 159,Beverages,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH2395,2025-03-29,2025-03-17,2029-05-17,164,96,42,15,2,0,25.37,714.0,3.78,78,27,2,6.06,5.71,581.96,7.93,5.0,73.48,FIFO,In Stock,-2,2025-06-29,1.24,90.81,,39,0,0,1,39,1.54,0,0,0
SKU0806,Beverages Product 258,Beverages,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH3944,2025-03-25,2025-03-24,2029-03-18,168,189,123,61,1,1,56.59,2.172,3.34,258,88,3,5.86,6.16,1106.8,8.98,21.0,79.88,FEFO,Low Stock,-1,2025-08-14,-9.8,66.86,,5,0,1,1,5,0.09,0,0,0
SKU0807,Beverages Product 455,Beverages,A,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH6249,2025-08-19,2025-07-25,2029-08-15,21,975,215,71,1,2,78.67,2.104,12.39,828,277,7,4.61,5.19,4496.6,2.42,27.0,85.43,FIFO,In Stock,4,2025-07-09,-6.46,76.12,,689,0,0,1,689,8.76,0,0,0
SKU0808,Fresh Product 224,Fresh Produce,C,S003,PT Prima Distribusi,WHMDN,Medan - Deli Serdang,BATCH6199,2025-09-03,2025-08-10,2025-09-14,6,277,13,22,1,0,23.58,702.0,11.75,80,33,2,1.1,1.11,303.98,2.55,10.0,71.09,FEFO,Expiring Soon,1,2025-08-29,-7.8,77.52,Seasonal SKU,242,0,0,0,242,10.26,0,1,0
SKU0809,Pantry Product 147,Pantry,C,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH3526,2025-07-06,2025-06-17,2027-01-05,65,39,1,14,0,1,4.72,160.0,8.26,31,12,4,12.28,13.41,479.1,3.63,3.0,86.03,FEFO,In Stock,-1,2025-06-15,-2.95,95.7,,24,0,0,1,24,5.08,0,0,0
SKU0810,Pantry Product 167,Pantry,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH7388,2025-08-26,2025-08-20,2028-04-27,14,35,12,9,0,1,5.26,180.0,6.65,62,25,7,8.9,9.23,311.39,4.51,1.0,96.7,FEFO,Low Stock,-1,2025-08-22,-4.61,83.19,,14,0,1,1,14,2.66,0,0,0
SKU0811,Seafood Product 193,Seafood,B,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH4874,2025-07-20,2025-06-19,2025-07-26,51,404,91,24,1,0,29.7,1.041,13.6,143,54,3,4.61,4.65,1861.79,2.21,10.0,97.08,FEFO,Expiring Soon,2,2025-08-26,3.95,87.39,,289,0,0,0,289,9.73,1,0,0
SKU0812,Seafood Product 284,Seafood,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7676,2025-05-09,2025-03-30,2025-05-12,123,178,33,8,1,0,24.05,621.0,7.4,257,89,7,4.49,4.17,798.4,4.05,9.0,71.14,FIFO,Low Stock,2,2025-09-07,-8.17,62.01,,137,0,0,1,137,5.7,1,0,0
SKU0813,Personal Product 346,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3057,2025-04-20,2025-04-01,2029-12-14,142,24,8,2,1,3,4.57,137.0,5.25,23,14,2,12.53,14.34,300.78,5.71,1.0,96.05,FEFO,In Stock,0,2025-07-14,-1.02,62.46,Temperature controlled,14,0,0,1,14,3.06,0,0,0
SKU0814,Dairy Product 496,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5016,2025-04-24,2025-03-21,2025-05-06,138,30,30,0,4,1,38.02,1.429,0.79,60,22,1,2.11,2.18,63.38,38.02,12.0,74.36,FEFO,Low Stock,-6,2025-06-30,-2.07,66.79,,0,0,1,1,0,0.0,1,0,0
SKU0815,Fresh Product 238,Fresh Produce,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1008,2025-03-26,2025-03-23,2025-03-31,167,912,142,81,1,0,79.24,1.874,11.51,478,161,4,0.36,0.41,326.4,2.61,20.0,85.12,FEFO,Expiring Soon,-1,2025-08-06,0.69,68.73,,689,0,0,0,689,8.7,1,0,0
SKU0816,Household Product 195,Household,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5609,2025-04-13,2025-04-11,2029-02-21,149,57,18,16,0,0,9.04,290.0,6.31,140,50,10,6.76,6.2,385.49,4.76,4.0,99.07,FIFO,Low Stock,-5,2025-07-03,-2.24,62.56,,23,0,1,1,23,2.54,0,0,0
SKU0817,Seafood Product 203,Seafood,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8077,2025-04-20,2025-04-07,2025-04-27,142,208,0,2,2,0,23.58,757.0,8.82,39,15,1,6.77,6.62,1408.68,3.4,9.0,74.11,FEFO,Expiring Soon,-3,2025-06-14,1.8,93.21,,206,0,0,0,206,8.74,1,0,0
SKU0818,Pantry Product 386,Pantry,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6269,2025-07-09,2025-06-18,2030-03-26,62,18,1,4,0,0,1.28,43.0,14.06,7,3,3,0.37,0.36,6.63,2.13,2.0,95.15,FIFO,In Stock,3,2025-07-13,8.41,79.21,,13,0,0,0,13,10.16,0,0,0
SKU0819,Seafood Product 468,Seafood,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1070,2025-04-07,2025-02-09,2025-04-17,155,130,15,24,4,2,12.62,358.0,10.3,98,35,5,3.82,4.33,496.64,2.91,8.0,83.81,FIFO,Expiring Soon,0,2025-06-15,-0.43,91.86,,91,0,0,1,91,7.21,1,0,0
SKU0820,Pantry Product 357,Pantry,A,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2270,2025-04-25,2025-03-22,2026-10-08,137,313,6,51,2,0,27.99,863.0,11.18,594,202,14,13.62,14.69,4263.72,2.68,12.0,72.61,FIFO,Low Stock,4,2025-06-16,5.85,75.64,,256,0,0,1,256,9.15,0,0,0
SKU0821,Dairy Product 498,Dairy,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3903,2025-06-10,2025-04-18,2025-06-29,91,480,85,80,1,0,37.32,1.273,12.86,564,191,10,3.13,2.86,1504.51,2.33,14.0,94.87,FIFO,Low Stock,2,2025-08-25,2.19,96.82,,315,0,0,1,315,8.44,1,0,0
SKU0822,Personal Product 228,Personal Care,A,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6862,2025-09-04,2025-08-23,2028-04-01,5,258,42,39,0,0,18.59,671.0,13.88,89,33,3,21.37,23.42,5513.9,2.16,5.0,81.55,FIFO,In Stock,-1,2025-06-23,4.16,89.51,,177,0,0,0,177,9.52,0,0,0
SKU0823,Household Product 114,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5599,2025-06-09,2025-05-09,2026-08-23,92,40,0,13,0,0,10.03,321.0,3.99,106,36,7,1.96,2.06,78.38,7.52,5.0,90.67,FIFO,Low Stock,-1,2025-09-09,6.61,91.08,,27,0,1,1,27,2.69,0,0,0
SKU0824,Household Product 203,Household,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9093,2025-04-17,2025-04-07,2029-02-04,145,72,25,47,3,0,14.49,377.0,4.97,70,27,3,19.06,19.32,1372.23,6.04,5.0,91.23,FIFO,In Stock,-2,2025-06-17,-0.84,79.86,,0,0,1,1,0,0.0,0,0,0
SKU0825,Beverages Product 309,Beverages,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3101,2025-08-24,2025-07-08,2029-12-10,16,582,120,269,5,0,99.5,3.833,5.85,307,108,2,2.91,2.66,1694.26,5.13,37.0,84.93,FIFO,In Stock,0,2025-08-24,8.38,97.63,,193,0,0,1,193,1.94,0,0,0
SKU0826,Pantry Product 117,Pantry,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1378,2025-07-22,2025-06-08,2030-05-10,49,138,32,40,2,1,15.92,480.0,8.67,29,13,1,8.08,8.65,1114.86,3.46,7.0,92.83,FEFO,In Stock,3,2025-06-14,-8.29,89.39,,66,0,0,0,66,4.15,0,0,0
SKU0827,Frozen Product 481,Frozen,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7666,2025-06-19,2025-06-02,2026-04-05,82,142,43,26,0,0,15.82,441.0,8.98,25,9,1,2.97,3.15,422.27,3.34,4.0,95.96,FIFO,In Stock,-1,2025-06-14,7.49,89.43,,73,0,0,0,73,4.61,0,0,0
SKU0828,Frozen Product 265,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH7882,2025-08-28,2025-07-25,2026-05-06,12,109,21,2,0,0,8.75,205.0,12.46,42,16,3,1.71,1.87,185.91,2.41,3.0,85.17,FEFO,In Stock,0,2025-07-31,7.61,90.13,High return rate,86,0,0,0,86,9.83,0,0,0
SKU0829,Seafood Product 451,Seafood,A,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2219,2025-07-14,2025-05-17,2025-07-23,57,168,32,14,0,3,19.61,530.0,8.57,215,78,7,13.08,13.92,2196.89,3.5,6.0,99.11,FIFO,Low Stock,0,2025-08-15,-1.35,71.54,,122,0,0,1,122,6.22,1,0,0
SKU0830,Seafood Product 321,Seafood,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1393,2025-05-10,2025-04-03,2025-05-19,122,72,5,9,3,1,4.67,99.0,15.42,28,14,3,5.43,5.54,390.82,1.95,6.0,98.07,FEFO,Expiring Soon,-5,2025-08-08,-1.91,89.01,,58,0,0,0,58,12.42,1,0,0
SKU0831,Frozen Product 491,Frozen,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4878,2025-06-16,2025-04-17,2026-04-25,85,374,79,163,0,0,45.95,1.434,8.14,139,47,2,2.33,2.52,873.25,3.69,14.0,88.63,FIFO,In Stock,-3,2025-06-25,6.68,76.3,,132,0,0,1,132,2.87,0,0,0
SKU0832,Beverages Product 321,Beverages,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1994,2025-08-09,2025-06-12,2027-01-31,31,282,85,87,0,0,29.21,904.0,9.65,447,155,10,2.09,1.97,589.58,3.11,13.0,79.77,FIFO,Low Stock,-2,2025-07-23,1.72,66.68,,110,0,1,1,110,3.77,0,0,0
SKU0833,Household Product 34,Household,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH5939,2025-05-19,2025-04-10,2026-09-08,113,136,24,15,1,1,9.55,231.0,14.24,76,28,5,1.05,1.06,142.75,2.11,3.0,70.29,FEFO,In Stock,-5,2025-09-01,-7.71,73.62,Seasonal SKU,97,0,0,0,97,10.16,0,0,0
SKU0834,Pantry Product 151,Pantry,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH7735,2025-08-16,2025-08-02,2030-01-31,24,209,22,29,3,2,13.43,494.0,15.56,22,9,1,7.23,8.31,1511.74,1.93,6.0,74.69,FIFO,In Stock,1,2025-07-13,7.18,83.9,,158,0,0,0,158,11.76,0,0,0
SKU0835,Household Product 451,Household,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1425,2025-08-15,2025-07-17,2028-07-10,25,28,6,5,1,2,2.71,68.0,10.33,46,19,10,10.19,10.48,285.36,2.9,2.0,78.59,FEFO,Low Stock,-2,2025-06-26,-1.87,69.96,,17,0,1,1,17,6.27,0,0,0
SKU0836,Fresh Product 305,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3064,2025-07-22,2025-06-12,2025-08-03,49,233,104,18,1,0,41.11,1.326,5.67,192,69,3,2.08,2.27,483.82,5.29,17.0,95.73,FEFO,Expiring Soon,1,2025-07-26,-2.92,65.64,,111,0,0,1,111,2.7,1,0,0
SKU0837,Beverages Product 228,Beverages,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1991,2025-08-05,2025-07-28,2026-11-03,35,373,56,89,1,0,39.74,860.0,9.39,185,66,3,4.23,4.82,1577.79,3.2,16.0,85.25,FEFO,In Stock,0,2025-06-27,-7.59,70.47,,228,0,0,0,228,5.74,0,0,0
SKU0838,Personal Product 387,Personal Care,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH3385,2025-04-13,2025-04-04,2029-04-25,149,26,10,1,5,1,3.75,88.0,6.93,23,8,4,22.96,25.56,596.89,4.33,3.0,98.45,FEFO,In Stock,-3,2025-08-01,5.1,91.95,,15,0,0,1,15,4.0,0,0,0
SKU0839,Meat Product 497,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1939,2025-04-12,2025-03-28,2025-04-21,150,412,12,10,2,1,26.49,866.0,15.55,80,27,2,10.73,11.82,4420.68,1.93,7.0,76.44,FIFO,Expiring Soon,4,2025-07-17,9.82,81.66,,390,0,0,0,390,14.72,1,0,0
SKU0840,Personal Product 328,Personal Care,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8794,2025-06-14,2025-05-01,2027-07-06,87,86,24,14,1,0,12.8,426.0,6.72,25,12,1,1.53,1.64,131.23,4.47,2.0,72.39,FEFO,In Stock,-1,2025-06-25,-2.67,88.56,,48,0,0,0,48,3.75,0,0,0
SKU0841,Household Product 290,Household,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH6384,2025-06-25,2025-06-15,2028-10-29,76,18,7,3,3,1,3.57,115.0,5.04,25,14,3,13.31,14.88,239.62,5.95,4.0,81.87,FIFO,Low Stock,0,2025-07-13,-9.63,88.9,,8,0,1,1,8,2.24,0,0,0
SKU0842,Personal Product 254,Personal Care,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4772,2025-03-30,2025-03-01,2027-06-29,163,155,47,37,1,1,18.2,450.0,8.52,117,44,4,11.96,12.74,1853.21,3.52,6.0,91.1,FIFO,In Stock,0,2025-08-10,9.82,93.29,,71,0,0,1,71,3.9,0,0,0
SKU0843,Beverages Product 418,Beverages,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4018,2025-07-19,2025-05-28,2028-10-15,52,663,208,144,2,0,69.72,2.657,9.51,527,178,5,7.67,8.1,5082.16,3.15,27.0,89.54,FIFO,In Stock,1,2025-07-25,4.01,77.68,Promotional item,311,0,0,1,311,4.46,0,0,0
SKU0844,Fresh Product 59,Fresh Produce,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6896,2025-05-20,2025-05-18,2025-05-26,112,512,136,139,1,0,71.12,2.547,7.2,751,253,7,1.5,1.36,769.89,4.17,18.0,96.23,FIFO,Low Stock,2,2025-08-15,8.69,86.93,,237,0,1,1,237,3.33,1,0,0
SKU0845,Dairy Product 454,Dairy,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5029,2025-06-15,2025-06-04,2025-07-09,86,178,50,19,1,2,26.57,740.0,6.7,203,70,5,2.16,2.43,384.78,4.48,11.0,98.65,FIFO,Low Stock,1,2025-09-07,6.62,62.15,,109,0,0,1,109,4.1,1,0,0
SKU0846,Meat Product 52,Meat,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6544,2025-06-04,2025-04-06,2025-06-12,97,86,0,6,1,0,6.86,210.0,12.54,153,57,14,7.53,7.36,647.24,2.39,4.0,75.7,FIFO,Low Stock,0,2025-08-01,-0.15,94.13,,80,0,0,1,80,11.66,1,0,0
SKU0847,Bakery Product 191,Bakery,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2071,2025-04-03,2025-03-27,2025-04-08,159,581,171,59,0,0,60.1,1.822,9.67,640,219,7,0.61,0.56,354.76,3.1,22.0,87.28,FIFO,Low Stock,3,2025-08-24,1.65,67.4,,351,0,0,1,351,5.84,1,0,0
SKU0848,Dairy Product 194,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH5006,2025-04-09,2025-02-10,2025-04-29,153,380,21,32,1,2,44.67,1.049,8.51,478,165,7,3.32,3.51,1262.25,3.53,15.0,79.01,FIFO,Low Stock,0,2025-06-23,0.8,60.67,,327,0,0,1,327,7.32,1,0,0
SKU0849,Household Product 151,Household,B,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5588,2025-07-08,2025-05-14,2026-10-25,63,213,50,56,1,0,18.59,581.0,11.46,146,53,5,4.32,4.74,920.42,2.62,8.0,81.13,FIFO,In Stock,-1,2025-07-06,3.64,67.71,,107,0,0,1,107,5.76,0,0,0
SKU0850,Personal Product 108,Personal Care,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH2062,2025-03-24,2025-03-14,2029-09-03,169,67,14,26,1,0,8.92,343.0,7.51,35,17,2,16.61,16.9,1112.64,3.99,3.0,80.47,FEFO,In Stock,-3,2025-06-19,2.65,64.92,,27,0,0,1,27,3.03,0,0,0
SKU0851,Bakery Product 266,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7125,2025-06-19,2025-05-17,2025-06-26,82,311,85,15,1,2,57.87,1.854,5.37,265,91,3,1.17,1.07,365.05,5.58,18.0,94.54,FEFO,Expiring Soon,-1,2025-07-08,1.47,61.98,,211,0,0,1,211,3.65,1,0,0
SKU0852,Pantry Product 327,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH4325,2025-07-18,2025-06-20,2027-10-10,53,101,11,13,1,1,5.99,133.0,16.86,24,12,2,12.83,14.71,1296.18,1.78,5.0,92.93,FIFO,In Stock,2,2025-07-21,-9.49,60.55,,77,0,0,0,77,12.85,0,0,0
SKU0853,Bakery Product 194,Bakery,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2388,2025-06-06,2025-05-29,2025-06-10,95,389,184,119,0,0,57.65,2.005,6.75,434,146,5,3.74,4.15,1455.91,4.45,19.0,72.37,FIFO,Low Stock,0,2025-08-03,-8.02,71.62,,86,0,1,1,86,1.49,1,0,0
SKU0854,Seafood Product 299,Seafood,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7981,2025-05-01,2025-04-03,2025-05-09,131,211,53,10,0,1,16.91,374.0,12.48,107,39,4,14.21,13.4,2998.86,2.4,7.0,76.1,FEFO,Expiring Soon,0,2025-07-16,0.25,80.73,,148,0,0,0,148,8.75,1,0,0
SKU0855,Household Product 163,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8236,2025-09-03,2025-08-20,2027-09-05,6,97,28,3,1,0,8.68,282.0,11.17,47,21,3,2.25,2.5,218.4,2.68,4.0,84.87,FEFO,In Stock,0,2025-06-19,3.19,67.13,Seasonal SKU,66,0,0,0,66,7.6,0,0,0
SKU0856,Meat Product 257,Meat,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH5528,2025-03-29,2025-01-29,2025-04-05,164,129,12,28,1,2,20.21,715.0,6.38,68,28,2,9.14,9.13,1178.7,4.7,7.0,79.26,FIFO,Expiring Soon,3,2025-08-28,3.0,72.88,Promotional item,89,0,0,0,89,4.4,1,0,0
SKU0857,Fresh Product 103,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5096,2025-03-21,2025-03-02,2025-03-29,172,540,76,41,0,2,32.64,1.187,16.54,350,122,7,1.75,1.78,943.54,1.81,9.0,96.22,FEFO,Expiring Soon,0,2025-08-16,6.2,88.54,,423,0,0,0,423,12.96,1,0,0
SKU0858,Personal Product 438,Personal Care,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5617,2025-09-07,2025-07-17,2028-05-12,2,248,32,35,1,0,23.24,623.0,10.67,70,24,2,19.37,17.5,4804.75,2.81,15.0,76.43,FEFO,In Stock,-3,2025-07-20,2.6,66.42,,181,0,0,0,181,7.79,0,0,0
SKU0859,Household Product 388,Household,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3445,2025-03-26,2025-01-30,2029-02-07,167,171,15,13,0,1,11.15,257.0,15.34,90,34,5,19.25,18.12,3291.53,1.96,4.0,93.54,FEFO,In Stock,0,2025-08-11,9.13,82.92,,143,0,0,0,143,12.83,0,0,0
SKU0860,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8679,2025-04-12,2025-02-25,2029-05-17,150,744,209,104,0,2,98.64,3.43,7.54,596,201,4,4.66,4.88,3465.03,3.98,28.0,90.85,FEFO,In Stock,2,2025-07-28,-8.33,60.48,,431,0,0,1,431,4.37,0,0,0
SKU0861,Seafood Product 97,Seafood,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8372,2025-07-18,2025-05-25,2025-07-28,53,305,47,36,2,1,26.66,565.0,11.44,41,14,1,10.01,9.34,3052.78,2.62,10.0,83.04,FIFO,Expiring Soon,2,2025-07-24,8.81,74.04,High return rate,222,0,0,0,222,8.33,1,0,0
SKU0862,Seafood Product 378,Seafood,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH6567,2025-03-25,2025-03-11,2025-04-02,168,151,11,14,0,4,14.05,327.0,10.75,150,52,7,4.5,4.3,679.35,2.79,6.0,81.0,FEFO,Expiring Soon,0,2025-07-17,3.23,90.62,,126,0,0,1,126,8.97,1,0,0
SKU0863,Bakery Product 399,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1380,2025-06-18,2025-05-13,2025-06-24,83,343,119,89,3,2,37.67,1.268,9.11,232,81,4,1.35,1.34,462.84,3.29,15.0,70.81,FIFO,Expiring Soon,0,2025-08-23,2.56,97.8,,135,0,0,1,135,3.58,1,0,0
SKU0864,Personal Product 170,Personal Care,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7404,2025-04-07,2025-03-14,2029-06-25,155,42,23,13,1,0,8.2,227.0,5.12,20,12,1,20.32,18.87,853.34,5.86,5.0,72.6,FIFO,In Stock,-4,2025-07-21,-7.4,87.87,Fragile,6,0,1,1,6,0.73,0,0,0
SKU0865,Dairy Product 56,Dairy,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5991,2025-05-17,2025-05-12,2025-06-13,115,467,65,100,5,0,34.11,1.235,13.69,162,60,3,2.11,2.3,987.47,2.19,14.0,86.99,FIFO,Expiring Soon,-2,2025-08-27,6.96,90.91,,302,0,0,0,302,8.85,1,0,0
SKU0866,Dairy Product 424,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4260,2025-09-03,2025-08-30,2025-09-15,6,67,9,10,0,0,5.35,165.0,12.52,64,27,7,0.81,0.79,54.6,2.4,4.0,74.0,FEFO,Expiring Soon,-1,2025-08-04,-3.69,86.88,,48,0,0,1,48,8.97,0,1,0
