SKU_ID,SKU_Name,Category,ABC_Class,Supplier_ID,Supplier_Name,Warehouse_ID,Warehouse_Location,Batch_ID,Received_Date,Last_Purchase_Date,Expiry_Date,Stock_Age_Days,Quantity_On_Hand,Quantity_Reserved,Quantity_Committed,Damaged_Qty,Returns_Qty,Avg_Daily_Sales,Forecast_Next_30d,Days_of_Inventory,Reorder_Point,Safety_Stock,Lead_Time_Days,Unit_Cost_USD,Last_Purchase_Price_USD,Total_Inventory_Value_USD,SKU_Churn_Rate,Order_Frequency_per_month,Supplier_OnTime_Pct,FIFO_FEFO,Inventory_Status,Count_Variance,Audit_Date,Audit_Variance_Pct,Demand_Forecast_Accuracy_Pct,Notes
SKU0812,Seafood Product 284,Seafood,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7676,2025-05-09,2025-03-30,2025-05-12,123,178,33,8,1,0,"24,05",621,"7,40",257,89,7,"$4,49","$4,17","$798,40","4,05","9,00","71,14%",FIFO,Low Stock,2,2025-09-07,"-8,17%","62,01%",
SKU0813,Personal Product 346,Personal Care,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3057,2025-04-20,2025-04-01,2029-12-14,142,24,8,2,1,3,"4,57",137,"5,25",23,14,2,"$12,53","$14,34","$300,78","5,71","1,00","96,05%",FEFO,In Stock,0,2025-07-14,"-1,02%","62,46%",Temperature controlled
SKU0814,Dairy Product 496,Dairy,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5016,2025-04-24,2025-03-21,2025-05-06,138,30,30,0,4,1,"38,02",1.429,"0,79",60,22,1,"$2,11","$2,18","$63,38","38,02","12,00","74,36%",FEFO,Low Stock,-6,2025-06-30,"-2,07%","66,79%",
SKU0815,Fresh Product 238,Fresh Produce,C,S010,PT DailyDairy,WHSBY,Surabaya - Sidoarjo,BATCH1008,2025-03-26,2025-03-23,2025-03-31,167,912,142,81,1,0,"79,24",1.874,"11,51",478,161,4,"$0,36","$0,41","$326,40","2,61","20,00","85,12%",FEFO,Expiring Soon,-1,2025-08-06,"0,69%","68,73%",
SKU0816,Household Product 195,Household,C,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5609,2025-04-13,2025-04-11,2029-02-21,149,57,18,16,0,0,"9,04",290,"6,31",140,50,10,"$6,76","$6,20","$385,49","4,76","4,00","99,07%",FIFO,Low Stock,-5,2025-07-03,"-2,24%","62,56%",
SKU0817,Seafood Product 203,Seafood,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8077,2025-04-20,2025-04-07,2025-04-27,142,208,0,2,2,0,"23,58",757,"8,82",39,15,1,"$6,77","$6,62","$1.408,68","3,40","9,00","74,11%",FEFO,Expiring Soon,-3,2025-06-14,"1,8%","93,21%",
SKU0818,Pantry Product 386,Pantry,C,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH6269,2025-07-09,2025-06-18,2030-03-26,62,18,1,4,0,0,"1,28",43,"14,06",7,3,3,"$0,37","$0,36","$6,63","2,13","2,00","95,15%",FIFO,In Stock,3,2025-07-13,"8,41%","79,21%",
SKU0819,Seafood Product 468,Seafood,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH1070,2025-04-07,2025-02-09,2025-04-17,155,130,15,24,4,2,"12,62",358,"10,30",98,35,5,"$3,82","$4,33","$496,64","2,91","8,00","83,81%",FIFO,Expiring Soon,0,2025-06-15,"-0,43%","91,86%",
SKU0820,Pantry Product 357,Pantry,A,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2270,2025-04-25,2025-03-22,2026-10-08,137,313,6,51,2,0,"27,99",863,"11,18",594,202,14,"$13,62","$14,69","$4.263,72","2,68","12,00","72,61%",FIFO,Low Stock,4,2025-06-16,"5,85%","75,64%",
SKU0821,Dairy Product 498,Dairy,B,S007,PT Bakerindo,WHDPS,Denpasar - Tabanan,BATCH3903,2025-06-10,2025-04-18,2025-06-29,91,480,85,80,1,0,"37,32",1.273,"12,86",564,191,10,"$3,13","$2,86","$1.504,51","2,33","14,00","94,87%",FIFO,Low Stock,2,2025-08-25,"2,19%","96,82%",
SKU0822,Personal Product 228,Personal Care,A,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6862,2025-09-04,2025-08-23,2028-04-01,5,258,42,39,0,0,"18,59",671,"13,88",89,33,3,"$21,37","$23,42","$5.513,90","2,16","5,00","81,55%",FIFO,In Stock,-1,2025-06-23,"4,16%","89,51%",
SKU0823,Household Product 114,Household,C,S004,PT Nusantara Supplier,WHMDN,Medan - Deli Serdang,BATCH5599,2025-06-09,2025-05-09,2026-08-23,92,40,0,13,0,0,"10,03",321,"3,99",106,36,7,"$1,96","$2,06","$78,38","7,52","5,00","90,67%",FIFO,Low Stock,-1,2025-09-09,"6,61%","91,08%",
SKU0824,Household Product 203,Household,B,S002,PT Indo Fresh,WHSBY,Surabaya - Sidoarjo,BATCH9093,2025-04-17,2025-04-07,2029-02-04,145,72,25,47,3,0,"14,49",377,"4,97",70,27,3,"$19,06","$19,32","$1.372,23","6,04","5,00","91,23%",FIFO,In Stock,-2,2025-06-17,"-0,84%","79,86%",
SKU0825,Beverages Product 309,Beverages,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH3101,2025-08-24,2025-07-08,2029-12-10,16,582,120,269,5,0,"99,50",3.833,"5,85",307,108,2,"$2,91","$2,66","$1.694,26","5,13","37,00","84,93%",FIFO,In Stock,0,2025-08-24,"8,38%","97,63%",
SKU0826,Pantry Product 117,Pantry,B,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1378,2025-07-22,2025-06-08,2030-05-10,49,138,32,40,2,1,"15,92",480,"8,67",29,13,1,"$8,08","$8,65","$1.114,86","3,46","7,00","92,83%",FEFO,In Stock,3,2025-06-14,"-8,29%","89,39%",
SKU0827,Frozen Product 481,Frozen,C,S007,PT Bakerindo,WHJKT,Jakarta - Cengkareng,BATCH7666,2025-06-19,2025-06-02,2026-04-05,82,142,43,26,0,0,"15,82",441,"8,98",25,9,1,"$2,97","$3,15","$422,27","3,34","4,00","95,96%",FIFO,In Stock,-1,2025-06-14,"7,49%","89,43%",
SKU0828,Frozen Product 265,Frozen,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH7882,2025-08-28,2025-07-25,2026-05-06,12,109,21,2,0,0,"8,75",205,"12,46",42,16,3,"$1,71","$1,87","$185,91","2,41","3,00","85,17%",FEFO,In Stock,0,2025-07-31,"7,61%","90,13%",High return rate
SKU0829,Seafood Product 451,Seafood,A,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH2219,2025-07-14,2025-05-17,2025-07-23,57,168,32,14,0,3,"19,61",530,"8,57",215,78,7,"$13,08","$13,92","$2.196,89","3,50","6,00","99,11%",FIFO,Low Stock,0,2025-08-15,"-1,35%","71,54%",
SKU0830,Seafood Product 321,Seafood,C,S002,PT Indo Fresh,WHJKT,Jakarta - Cengkareng,BATCH1393,2025-05-10,2025-04-03,2025-05-19,122,72,5,9,3,1,"4,67",99,"15,42",28,14,3,"$5,43","$5,54","$390,82","1,95","6,00","98,07%",FEFO,Expiring Soon,-5,2025-08-08,"-1,91%","89,01%",
SKU0831,Frozen Product 491,Frozen,B,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH4878,2025-06-16,2025-04-17,2026-04-25,85,374,79,163,0,0,"45,95",1.434,"8,14",139,47,2,"$2,33","$2,52","$873,25","3,69","14,00","88,63%",FIFO,In Stock,-3,2025-06-25,"6,68%","76,30%",
SKU0832,Beverages Product 321,Beverages,C,S008,PT Hygienic Supplies,WHDPS,Denpasar - Tabanan,BATCH1994,2025-08-09,2025-06-12,2027-01-31,31,282,85,87,0,0,"29,21",904,"9,65",447,155,10,"$2,09","$1,97","$589,58","3,11","13,00","79,77%",FIFO,Low Stock,-2,2025-07-23,"1,72%","66,68%",
SKU0833,Household Product 34,Household,C,S003,PT Prima Distribusi,WHJKT,Jakarta - Cengkareng,BATCH5939,2025-05-19,2025-04-10,2026-09-08,113,136,24,15,1,1,"9,55",231,"14,24",76,28,5,"$1,05","$1,06","$142,75","2,11","3,00","70,29%",FEFO,In Stock,-5,2025-09-01,"-7,71%","73,62%",Seasonal SKU
SKU0834,Pantry Product 151,Pantry,B,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH7735,2025-08-16,2025-08-02,2030-01-31,24,209,22,29,3,2,"13,43",494,"15,56",22,9,1,"$7,23","$8,31","$1.511,74","1,93","6,00","74,69%",FIFO,In Stock,1,2025-07-13,"7,18%","83,90%",
SKU0835,Household Product 451,Household,C,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH1425,2025-08-15,2025-07-17,2028-07-10,25,28,6,5,1,2,"2,71",68,"10,33",46,19,10,"$10,19","$10,48","$285,36","2,90","2,00","78,59%",FEFO,Low Stock,-2,2025-06-26,"-1,87%","69,96%",
SKU0836,Fresh Product 305,Fresh Produce,C,S002,PT Indo Fresh,WHDPS,Denpasar - Tabanan,BATCH3064,2025-07-22,2025-06-12,2025-08-03,49,233,104,18,1,0,"41,11",1.326,"5,67",192,69,3,"$2,08","$2,27","$483,82","5,29","17,00","95,73%",FEFO,Expiring Soon,1,2025-07-26,"-2,92%","65,64%",
SKU0837,Beverages Product 228,Beverages,B,S003,PT Prima Distribusi,WHBDG,Bandung - Rancaekek,BATCH1991,2025-08-05,2025-07-28,2026-11-03,35,373,56,89,1,0,"39,74",860,"9,39",185,66,3,"$4,23","$4,82","$1.577,79","3,20","16,00","85,25%",FEFO,In Stock,0,2025-06-27,"-7,59%","70,47%",
SKU0838,Personal Product 387,Personal Care,C,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH3385,2025-04-13,2025-04-04,2029-04-25,149,26,10,1,5,1,"3,75",88,"6,93",23,8,4,"$22,96","$25,56","$596,89","4,33","3,00","98,45%",FEFO,In Stock,-3,2025-08-01,"5,1%","91,95%",
SKU0839,Meat Product 497,Meat,A,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH1939,2025-04-12,2025-03-28,2025-04-21,150,412,12,10,2,1,"26,49",866,"15,55",80,27,2,"$10,73","$11,82","$4.420,68","1,93","7,00","76,44%",FIFO,Expiring Soon,4,2025-07-17,"9,82%","81,66%",
SKU0840,Personal Product 328,Personal Care,C,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH8794,2025-06-14,2025-05-01,2027-07-06,87,86,24,14,1,0,"12,80",426,"6,72",25,12,1,"$1,53","$1,64","$131,23","4,47","2,00","72,39%",FEFO,In Stock,-1,2025-06-25,"-2,67%","88,56%",
SKU0841,Household Product 290,Household,C,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH6384,2025-06-25,2025-06-15,2028-10-29,76,18,7,3,3,1,"3,57",115,"5,04",25,14,3,"$13,31","$14,88","$239,62","5,95","4,00","81,87%",FIFO,Low Stock,0,2025-07-13,"-9,63%","88,90%",
SKU0842,Personal Product 254,Personal Care,B,S004,PT Nusantara Supplier,WHJKT,Jakarta - Cengkareng,BATCH4772,2025-03-30,2025-03-01,2027-06-29,163,155,47,37,1,1,"18,20",450,"8,52",117,44,4,"$11,96","$12,74","$1.853,21","3,52","6,00","91,10%",FIFO,In Stock,0,2025-08-10,"9,82%","93,29%",
SKU0843,Beverages Product 418,Beverages,A,S006,PT Frozen Express,WHMDN,Medan - Deli Serdang,BATCH4018,2025-07-19,2025-05-28,2028-10-15,52,663,208,144,2,0,"69,72",2.657,"9,51",527,178,5,"$7,67","$8,10","$5.082,16","3,15","27,00","89,54%",FIFO,In Stock,1,2025-07-25,"4,01%","77,68%",Promotional item
SKU0844,Fresh Product 59,Fresh Produce,C,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH6896,2025-05-20,2025-05-18,2025-05-26,112,512,136,139,1,0,"71,12",2.547,"7,20",751,253,7,"$1,50","$1,36","$769,89","4,17","18,00","96,23%",FIFO,Low Stock,2,2025-08-15,"8,69%","86,93%",
SKU0845,Dairy Product 454,Dairy,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH5029,2025-06-15,2025-06-04,2025-07-09,86,178,50,19,1,2,"26,57",740,"6,70",203,70,5,"$2,16","$2,43","$384,78","4,48","11,00","98,65%",FIFO,Low Stock,1,2025-09-07,"6,62%","62,15%",
SKU0846,Meat Product 52,Meat,C,S001,PT Segar Makmur,WHBDG,Bandung - Rancaekek,BATCH6544,2025-06-04,2025-04-06,2025-06-12,97,86,0,6,1,0,"6,86",210,"12,54",153,57,14,"$7,53","$7,36","$647,24","2,39","4,00","75,70%",FIFO,Low Stock,0,2025-08-01,"-0,15%","94,13%",
SKU0847,Bakery Product 191,Bakery,C,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH2071,2025-04-03,2025-03-27,2025-04-08,159,581,171,59,0,0,"60,10",1.822,"9,67",640,219,7,"$0,61","$0,56","$354,76","3,10","22,00","87,28%",FIFO,Low Stock,3,2025-08-24,"1,65%","67,40%",
SKU0848,Dairy Product 194,Dairy,B,S006,PT Frozen Express,WHSBY,Surabaya - Sidoarjo,BATCH5006,2025-04-09,2025-02-10,2025-04-29,153,380,21,32,1,2,"44,67",1.049,"8,51",478,165,7,"$3,32","$3,51","$1.262,25","3,53","15,00","79,01%",FIFO,Low Stock,0,2025-06-23,"0,8%","60,67%",
SKU0849,Household Product 151,Household,B,S003,PT Prima Distribusi,WHSBY,Surabaya - Sidoarjo,BATCH5588,2025-07-08,2025-05-14,2026-10-25,63,213,50,56,1,0,"18,59",581,"11,46",146,53,5,"$4,32","$4,74","$920,42","2,62","8,00","81,13%",FIFO,In Stock,-1,2025-07-06,"3,64%","67,71%",
SKU0850,Personal Product 108,Personal Care,B,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH2062,2025-03-24,2025-03-14,2029-09-03,169,67,14,26,1,0,"8,92",343,"7,51",35,17,2,"$16,61","$16,90","$1.112,64","3,99","3,00","80,47%",FEFO,In Stock,-3,2025-06-19,"2,65%","64,92%",
SKU0851,Bakery Product 266,Bakery,C,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH7125,2025-06-19,2025-05-17,2025-06-26,82,311,85,15,1,2,"57,87",1.854,"5,37",265,91,3,"$1,17","$1,07","$365,05","5,58","18,00","94,54%",FEFO,Expiring Soon,-1,2025-07-08,"1,47%","61,98%",
SKU0852,Pantry Product 327,Pantry,B,S010,PT DailyDairy,WHJKT,Jakarta - Cengkareng,BATCH4325,2025-07-18,2025-06-20,2027-10-10,53,101,11,13,1,1,"5,99",133,"16,86",24,12,2,"$12,83","$14,71","$1.296,18","1,78","5,00","92,93%",FIFO,In Stock,2,2025-07-21,"-9,49%","60,55%",
SKU0853,Bakery Product 194,Bakery,B,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH2388,2025-06-06,2025-05-29,2025-06-10,95,389,184,119,0,0,"57,65",2.005,"6,75",434,146,5,"$3,74","$4,15","$1.455,91","4,45","19,00","72,37%",FIFO,Low Stock,0,2025-08-03,"-8,02%","71,62%",
SKU0854,Seafood Product 299,Seafood,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH7981,2025-05-01,2025-04-03,2025-05-09,131,211,53,10,0,1,"16,91",374,"12,48",107,39,4,"$14,21","$13,40","$2.998,86","2,40","7,00","76,10%",FEFO,Expiring Soon,0,2025-07-16,"0,25%","80,73%",
SKU0855,Household Product 163,Household,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH8236,2025-09-03,2025-08-20,2027-09-05,6,97,28,3,1,0,"8,68",282,"11,17",47,21,3,"$2,25","$2,50","$218,40","2,68","4,00","84,87%",FEFO,In Stock,0,2025-06-19,"3,19%","67,13%",Seasonal SKU
SKU0856,Meat Product 257,Meat,B,S009,PT Beverage Nusantara,WHDPS,Denpasar - Tabanan,BATCH5528,2025-03-29,2025-01-29,2025-04-05,164,129,12,28,1,2,"20,21",715,"6,38",68,28,2,"$9,14","$9,13","$1.178,70","4,70","7,00","79,26%",FIFO,Expiring Soon,3,2025-08-28,3%,"72,88%",Promotional item
SKU0857,Fresh Product 103,Fresh Produce,B,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH5096,2025-03-21,2025-03-02,2025-03-29,172,540,76,41,0,2,"32,64",1.187,"16,54",350,122,7,"$1,75","$1,78","$943,54","1,81","9,00","96,22%",FEFO,Expiring Soon,0,2025-08-16,"6,2%","88,54%",
SKU0858,Personal Product 438,Personal Care,A,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH5617,2025-09-07,2025-07-17,2028-05-12,2,248,32,35,1,0,"23,24",623,"10,67",70,24,2,"$19,37","$17,50","$4.804,75","2,81","15,00","76,43%",FEFO,In Stock,-3,2025-07-20,"2,6%","66,42%",
SKU0859,Household Product 388,Household,A,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH3445,2025-03-26,2025-01-30,2029-02-07,167,171,15,13,0,1,"11,15",257,"15,34",90,34,5,"$19,25","$18,12","$3.291,53","1,96","4,00","93,54%",FEFO,In Stock,0,2025-08-11,"9,13%","82,92%",
SKU0860,Beverages Product 243,Beverages,A,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8679,2025-04-12,2025-02-25,2029-05-17,150,744,209,104,0,2,"98,64",3.430,"7,54",596,201,4,"$4,66","$4,88","$3.465,03","3,98","28,00","90,85%",FEFO,In Stock,2,2025-07-28,"-8,33%","60,48%",
SKU0861,Seafood Product 97,Seafood,A,S007,PT Bakerindo,WHMDN,Medan - Deli Serdang,BATCH8372,2025-07-18,2025-05-25,2025-07-28,53,305,47,36,2,1,"26,66",565,"11,44",41,14,1,"$10,01","$9,34","$3.052,78","2,62","10,00","83,04%",FIFO,Expiring Soon,2,2025-07-24,"8,81%","74,04%",High return rate
SKU0862,Seafood Product 378,Seafood,C,S001,PT Segar Makmur,WHMDN,Medan - Deli Serdang,BATCH6567,2025-03-25,2025-03-11,2025-04-02,168,151,11,14,0,4,"14,05",327,"10,75",150,52,7,"$4,50","$4,30","$679,35","2,79","6,00","81,00%",FEFO,Expiring Soon,0,2025-07-17,"3,23%","90,62%",
SKU0863,Bakery Product 399,Bakery,C,S009,PT Beverage Nusantara,WHSBY,Surabaya - Sidoarjo,BATCH1380,2025-06-18,2025-05-13,2025-06-24,83,343,119,89,3,2,"37,67",1.268,"9,11",232,81,4,"$1,35","$1,34","$462,84","3,29","15,00","70,81%",FIFO,Expiring Soon,0,2025-08-23,"2,56%","97,80%",
SKU0864,Personal Product 170,Personal Care,B,S010,PT DailyDairy,WHDPS,Denpasar - Tabanan,BATCH7404,2025-04-07,2025-03-14,2029-06-25,155,42,23,13,1,0,"8,20",227,"5,12",20,12,1,"$20,32","$18,87","$853,34","5,86","5,00","72,60%",FIFO,In Stock,-4,2025-07-21,"-7,4%","87,87%",Fragile
SKU0865,Dairy Product 56,Dairy,B,S006,PT Frozen Express,WHDPS,Denpasar - Tabanan,BATCH5991,2025-05-17,2025-05-12,2025-06-13,115,467,65,100,5,0,"34,11",1.235,"13,69",162,60,3,"$2,11","$2,30","$987,47","2,19","14,00","86,99%",FIFO,Expiring Soon,-2,2025-08-27,"6,96%","90,91%",
SKU0866,Dairy Product 424,Dairy,C,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH4260,2025-09-03,2025-08-30,2025-09-15,6,67,9,10,0,0,"5,35",165,"12,52",64,27,7,"$0,81","$0,79","$54,60","2,40","4,00","74,00%",FEFO,Expiring Soon,-1,2025-08-04,"-3,69%","86,88%",
SKU0867,Meat Product 269,Meat,C,S002,PT Indo Fresh,WHMDN,Medan - Deli Serdang,BATCH9495,2025-08-26,2025-08-26,2025-09-11,14,93,25,24,1,1,"11,31",388,"8,22",70,25,4,"$3,50","$3,99","$325,80","3,65","8,00","88,49%",FIFO,Expiring Soon,0,2025-07-30,"-5,11%","89,07%",
SKU0868,Bakery Product 81,Bakery,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH8835,2025-04-25,2025-03-09,2025-04-30,137,51,1,16,0,1,"5,08",172,"10,04",40,15,5,"$2,58","$2,53","$131,45","2,99","2,00","74,65%",FIFO,Expiring Soon,3,2025-07-22,"4,01%","85,40%",
SKU0869,Household Product 67,Household,C,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH8778,2025-05-22,2025-05-12,2030-05-14,110,100,22,4,0,0,"7,95",224,"12,58",52,20,4,"$5,11","$5,10","$511,14","2,38","5,00","83,69%",FEFO,In Stock,-3,2025-06-26,"-0,04%","82,32%",
SKU0870,Beverages Product 235,Beverages,C,S005,PT Agro Raya,WHBDG,Bandung - Rancaekek,BATCH8302,2025-09-08,2025-09-04,2027-06-27,1,114,29,29,1,1,"11,20",266,"10,18",24,13,1,"$5,92","$6,04","$674,56","2,95","4,00","79,55%",FEFO,In Stock,-3,2025-06-24,"-6,76%","73,83%",
SKU0871,Pantry Product 467,Pantry,B,S010,PT DailyDairy,WHMDN,Medan - Deli Serdang,BATCH1640,2025-05-15,2025-03-29,2028-12-17,117,237,83,37,2,0,"22,67",809,"10,45",42,19,1,"$4,86","$4,84","$1.151,20","2,87","7,00","81,94%",FIFO,In Stock,6,2025-08-04,"4,99%","92,15%",
SKU0872,Personal Product 178,Personal Care,C,S005,PT Agro Raya,WHMDN,Medan - Deli Serdang,BATCH7800,2025-04-06,2025-03-22,2027-03-30,156,145,45,1,0,1,"14,01",461,"10,35",87,31,4,"$4,13","$4,52","$598,49","2,90","7,00","96,65%",FIFO,In Stock,2,2025-06-22,"7,21%","70,60%",
SKU0873,Frozen Product 467,Frozen,B,S003,PT Prima Distribusi,WHDPS,Denpasar - Tabanan,BATCH1715,2025-08-16,2025-08-01,2026-05-23,24,540,104,103,1,2,"48,42",1.755,"11,15",512,173,7,"$2,98","$2,93","$1.611,04","2,69","20,00","81,37%",FIFO,In Stock,-1,2025-08-05,"-4,81%","72,46%",
SKU0874,Pantry Product 342,Pantry,B,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH2986,2025-05-06,2025-04-13,2028-08-25,126,242,61,50,0,0,"24,68",675,"9,81",527,181,14,"$5,35","$6,09","$1.293,61","3,06","11,00","96,90%",FIFO,Low Stock,2,2025-08-27,"9,67%","72,81%",
SKU0875,Beverages Product 210,Beverages,B,S008,PT Hygienic Supplies,WHBDG,Bandung - Rancaekek,BATCH9291,2025-07-07,2025-07-05,2027-09-04,64,291,146,124,1,0,"45,60",1.579,"6,38",209,72,3,"$5,06","$4,97","$1.472,14","4,70","17,00","73,94%",FEFO,In Stock,1,2025-09-06,"3,26%","61,92%",Fragile
SKU0876,Bakery Product 382,Bakery,C,S007,PT Bakerindo,WHBDG,Bandung - Rancaekek,BATCH1175,2025-05-31,2025-05-15,2025-06-02,101,124,19,57,0,1,"17,57",620,"7,06",28,10,1,"$3,20","$3,13","$396,97","4,25","7,00","94,27%",FIFO,Expiring Soon,2,2025-06-11,"-4,65%","90,02%",
SKU0877,Seafood Product 384,Seafood,C,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH2352,2025-05-14,2025-04-09,2025-05-18,118,162,18,8,0,0,"10,68",357,"15,17",36,15,2,"$4,08","$4,27","$660,21","1,98","7,00","94,14%",FIFO,Expiring Soon,2,2025-07-15,"5,54%","93,82%",Promotional item
SKU0878,Household Product 88,Household,B,S001,PT Segar Makmur,WHDPS,Denpasar - Tabanan,BATCH5819,2025-08-15,2025-08-08,2027-08-12,25,68,12,7,0,0,"5,87",138,"11,58",36,18,3,"$19,72","$19,84","$1.341,19","2,59","3,00","89,52%",FEFO,In Stock,0,2025-08-19,"-6,78%","96,81%",Seasonal SKU
SKU0879,Beverages Product 79,Beverages,B,S008,PT Hygienic Supplies,WHSBY,Surabaya - Sidoarjo,BATCH1564,2025-07-26,2025-05-30,2027-10-12,45,352,72,17,2,0,"38,32",816,"9,19",297,105,5,"$3,79","$3,72","$1.332,95","3,27","11,00","71,96%",FIFO,In Stock,0,2025-07-15,"3,38%","65,76%",
SKU0880,Household Product 416,Household,C,S009,PT Beverage Nusantara,WHJKT,Jakarta - Cengkareng,BATCH6051,2025-06-02,2025-05-05,2030-04-15,99,106,16,18,0,2,"7,81",203,"13,57",28,12,2,"$4,17","$4,15","$441,71","2,21","1,00","74,42%",FIFO,In Stock,3,2025-06-25,"5,65%","82,02%",Fragile
SKU0881,Beverages Product 476,Beverages,B,S004,PT Nusantara Supplier,WHSBY,Surabaya - Sidoarjo,BATCH2497,2025-07-10,2025-07-09,2027-08-23,61,261,27,27,3,0,"20,28",485,"12,87",32,12,1,"$6,02","$5,70","$1.570,49","2,33","9,00","77,49%",FEFO,In Stock,-2,2025-09-06,"5,45%","83,22%",
SKU0882,Seafood Product 99,Seafood,C,S002,PT Indo Fresh,WHBDG,Bandung - Rancaekek,BATCH3736,2025-08-16,2025-08-14,2025-08-21,24,64,16,13,1,1,"8,77",290,"7,30",57,22,4,"$3,31","$3,53","$211,74","4,11","3,00","73,43%",FEFO,Expiring Soon,3,2025-07-06,"-1,36%","78,67%",Promotional item
SKU0883,Seafood Product 321,Seafood,C,S004,PT Nusantara Supplier,WHDPS,Denpasar - Tabanan,BATCH8010,2025-07-18,2025-07-11,2025-07-27,53,55,19,24,2,0,"7,19",215,"7,65",27,13,2,"$14,33","$15,39","$788,24","3,92","2,00","90,14%",FIFO,Expiring Soon,-2,2025-08-13,"-0,17%","97,80%",Promotional item
SKU0884,Dairy Product 206,Dairy,C,S006,PT Frozen Express,WHJKT,Jakarta - Cengkareng,BATCH8516,2025-06-02,2025-05-19,2025-06-15,99,262,20,17,2,0,"17,28",603,"15,16",109,40,4,"$0,95","$0,86","$248,72","1,98","7,00","84,94%",FIFO,Expiring Soon,0,2025-06-17,"0,4%","94,18%",
SKU0885,Pantry Product 189,Pantry,B,S001,PT Segar Makmur,WHJKT,Jakarta - Cengkareng,BATCH5940,2025-07-16,2025-05-28,2028-11-03,55,104,22,6,0,0,"6,77",250,"15,36",36,16,3,"$13,89","$14,30","$1.444,19","1,95","5,00","82,00%",FEFO,In Stock,-1,2025-08-27,"-7,31%","73,04%",
SKU0886,Household Product 473,Household,C,S010,PT DailyDairy,WHBDG,Bandung - Rancaekek,BATCH6314,2025-07-07,2025-05-28,2027-01-17,64,171,39,4,0,0,"18,46",429,"9,26",61,24,2,"$0,97","$1,03","$166,28","3,24","7,00","70,45%",FEFO,In Stock,2,2025-06-15,"4,26%","74,22%",
SKU0887,Beverages Product 69,Beverages,A,S006,PT Frozen Express,WHBDG,Bandung - Rancaekek,BATCH6209,2025-03-31,2025-02-05,2030-02-06,162,376,61,146,0,2,"53,65",1.828,"7,01",243,82,3,"$7,21","$6,60","$2.709,64","4,28","13,00","92,28%",FEFO,In Stock,-1,2025-09-01,"-8,41%","85,93%",
SKU0888,Pantry Product 300,Pantry,B,S008,PT Hygienic Supplies,WHMDN,Medan - Deli Serdang,BATCH4808,2025-05-02,2025-03-31,2029-12-03,130,98,6,20,0,1,"11,96",451,"8,19",183,63,10,"$10,90","$10,37","$1.068,45","3,66","6,00","90,89%",FIFO,Low Stock,2,2025-08-11,"2,37%","72,69%",Seasonal SKU
